Row Labels,Sum of count,,tag id,sum of count
22345,650,,25675,3
22350,1,,25678,3
22351,2,,25703,3
22352,588,,25863,3
22353,1,,25907,3
22354,1,,26003,3
22356,16,,26313,3
22363,8,,26741,3
22366,2,,26772,3
22376,24,,26777,3
22401,73,,26798,3
22402,2,,26904,3
22412,2,,26934,3
22418,1,,26978,3
22422,4,,27110,3
22425,3,,27232,3
22435,1,,27422,3
22439,6,,27496,3
22449,17,,27659,3
22451,38,,27893,3
22452,4,,27930,3
22453,8,,27974,3
22455,3,,28024,3
22456,69,,28087,3
22457,2,,28155,3
22458,2,,28194,3
22459,4,,28261,3
22461,2,,28321,3
22463,3,,28330,3
22465,34,,28360,3
22466,4,,28387,3
22467,2,,28395,3
22481,1,,28487,3
22529,51,,28505,3
22536,7,,28550,3
22545,180,,28557,3
22548,2,,28614,3
22552,18,,28674,3
22554,1,,28697,3
22556,7,,28742,3
22570,7,,28776,3
22583,1,,28936,3
22600,2,,29130,3
22601,439,,29335,3
22602,160,,29345,3
22603,3,,29360,3
22607,2,,29466,3
22608,1,,29469,3
22615,2,,29483,3
22618,92,,29525,3
22620,1,,29547,3
22642,1,,29866,3
22643,34,,29985,3
22654,6,,30114,3
22656,20,,30277,3
22660,5,,30383,3
22663,1,,30536,3
22664,16,,30547,3
22668,1,,30628,3
22672,2,,30646,3
22674,123,,30781,3
22678,6,,30819,3
22680,1,,30821,3
22689,1382,,30822,3
22696,89,,30864,3
22698,2,,30915,3
22701,2,,30921,3
22702,3,,31139,3
22707,18,,31173,3
22714,17,,31191,3
22715,4,,31253,3
22716,4,,31290,3
22718,2,,31388,3
22719,7,,31394,3
22722,18,,31414,3
22725,1,,31443,3
22726,32,,31720,3
22728,4,,31750,3
22733,366,,31951,3
22735,5,,31952,3
22738,1,,31965,3
22741,1,,32078,3
22743,13673,,32121,3
22747,3,,32303,3
22752,4,,32308,3
22753,5419,,32408,3
22755,2,,32446,3
22757,1,,32500,3
22758,20,,32566,3
22759,3,,32736,3
22761,1,,32737,3
22763,2,,33106,3
22766,9,,33118,3
22772,10,,33134,3
22773,7,,33166,3
22774,9,,33339,3
22781,2,,33340,3
22782,1,,33651,3
22787,7,,33800,3
22789,14,,33803,3
22790,1,,33984,3
22794,11,,33999,3
22795,1,,34038,3
22801,1,,34063,3
22804,5,,34183,3
22809,1,,25,2
22810,9,,65,2
22813,23,,132,2
22814,1,,147,2
22816,38,,179,2
22817,1,,221,2
22818,11,,369,2
22820,1,,379,2
22823,1,,499,2
22824,1,,507,2
22826,1,,595,2
22836,3,,646,2
22838,1,,653,2
22839,485,,681,2
22840,2,,695,2
22841,24,,742,2
22860,8,,761,2
22870,6,,765,2
22876,1,,778,2
22880,3,,839,2
22881,2,,959,2
22888,1,,971,2
22896,13,,1067,2
22911,16,,1123,2
22922,52,,1124,2
22930,6,,1127,2
22933,11,,1155,2
22944,1094,,1402,2
22946,2,,1449,2
22947,1,,1547,2
22948,1,,1556,2
22953,8,,1592,2
22960,2,,1603,2
22961,1,,1683,2
22962,21,,1711,2
22970,7,,1796,2
22973,20058,,2107,2
22974,23,,2159,2
22977,913,,2160,2
22978,3,,2287,2
22979,15,,2289,2
22982,1,,2381,2
22983,9677,,2513,2
22984,1,,2552,2
22987,26,,2638,2
22988,211,,2757,2
22989,10,,2759,2
22991,148,,2951,2
22992,60,,2990,2
22993,4,,3083,2
22994,107,,3148,2
22998,2,,3230,2
23004,16,,3245,2
23005,454,,3266,2
23013,6,,3330,2
23019,3,,3364,2
23026,23,,3384,2
23029,1,,3391,2
23037,1353,,3396,2
23038,53,,3431,2
23040,12,,3515,2
23050,9,,3546,2
23055,1,,3553,2
23056,2,,3573,2
23064,3,,3782,2
23068,3,,3911,2
23076,1,,4043,2
23129,2,,4163,2
23147,49,,4173,2
23148,6,,4177,2
23150,5,,4243,2
23156,1,,4319,2
23157,16,,4375,2
23159,1,,4380,2
23160,1,,4428,2
23166,220,,4455,2
23168,2,,4457,2
23171,105,,4462,2
23215,1,,4465,2
23216,6,,4564,2
23218,3,,4592,2
23222,56,,4612,2
23223,41,,4636,2
23225,1,,4720,2
23248,5,,4826,2
23256,5,,4872,2
23264,9,,4960,2
23266,63,,4993,2
23268,22,,5046,2
23273,5,,5047,2
23323,32,,5120,2
23326,1,,5158,2
23332,4,,5213,2
23334,154,,5233,2
23338,3,,5312,2
23339,151,,5382,2
23340,2,,5422,2
23341,2,,5448,2
23343,59,,5482,2
23344,1,,5574,2
23346,2,,5609,2
23349,116,,5640,2
23371,4,,5660,2
23391,19,,5661,2
23407,2,,5801,2
23409,67,,5842,2
23415,2,,5965,2
23419,2,,5980,2
23443,17,,5991,2
23468,2,,6005,2
23471,330,,6006,2
23472,1,,6037,2
23474,1,,6091,2
23477,1,,6146,2
23504,21,,6363,2
23512,1,,6403,2
23535,6,,6404,2
23539,1,,6533,2
23549,20,,6615,2
23551,4,,6667,2
23552,14,,6669,2
23555,5,,6760,2
23563,1,,6833,2
23564,1,,6863,2
23580,4,,6925,2
23581,1,,7075,2
23584,2,,7085,2
23595,9,,7089,2
23596,27,,7166,2
23605,116,,7177,2
23624,6,,7180,2
23652,4,,7181,2
23655,2,,7184,2
23656,2,,7198,2
23657,3,,7214,2
23670,5,,7284,2
23673,7,,7289,2
23676,6,,7298,2
23679,17,,7327,2
23684,7,,7386,2
23713,2,,7390,2
23727,4,,7482,2
23743,31,,7605,2
23748,1,,7609,2
23753,1,,7631,2
23761,1,,7660,2
23763,1,,7753,2
23769,5,,7825,2
23773,1,,7879,2
23774,12,,8099,2
23775,1,,8125,2
23776,2,,8147,2
23796,1087,,8195,2
23797,10,,8225,2
23798,168,,8326,2
23802,2,,8418,2
23804,2,,8465,2
23808,5,,8522,2
23812,5,,8548,2
23816,18,,8714,2
23821,28,,8839,2
23831,1014,,8866,2
23838,8,,8893,2
23844,1,,9041,2
23856,3,,9347,2
23857,3,,9381,2
23860,2,,9504,2
23878,3,,9517,2
23909,146,,9555,2
23920,10,,9649,2
23923,23,,9650,2
23926,10,,9675,2
23928,11,,9713,2
23930,14,,9718,2
23931,367,,9729,2
23939,4,,9821,2
23940,5,,9867,2
23970,3,,9871,2
23972,1,,9874,2
23973,1,,10041,2
23978,9,,10080,2
23980,8,,10115,2
23993,23,,10156,2
23996,10,,10211,2
23997,1,,10246,2
24012,6,,10250,2
24024,3,,10318,2
24032,1,,10515,2
24037,3,,10577,2
24038,26,,10657,2
24039,12,,10725,2
24042,1,,10742,2
24050,34,,10840,2
24051,418,,10869,2
24052,3,,10870,2
24053,7,,10937,2
24054,7,,10939,2
24056,4,,11267,2
24092,10,,11268,2
24099,7,,11276,2
24107,4,,11285,2
24115,2,,11288,2
24117,1,,11298,2
24120,2,,11304,2
24141,67,,11318,2
24144,2,,11345,2
24147,2,,11347,2
24155,1,,11357,2
24164,12,,11362,2
24171,6,,11384,2
24187,443,,11511,2
24190,2,,11529,2
24193,6,,11549,2
24194,7,,11555,2
24195,1,,11580,2
24196,4,,11642,2
24198,4,,11661,2
24199,6,,11765,2
24200,4,,11774,2
24202,1,,11813,2
24204,22,,11825,2
24205,19,,11839,2
24206,7,,11858,2
24224,8,,11882,2
24249,3,,11907,2
24250,3,,11912,2
24252,13,,11920,2
24254,75,,11941,2
24257,4,,11962,2
24258,12,,11964,2
24260,3,,12137,2
24264,2,,12177,2
24265,56,,12180,2
24266,1,,12197,2
24268,21,,12214,2
24270,4,,12215,2
24298,6,,12258,2
24310,32,,12271,2
24319,2,,12290,2
24326,1,,12324,2
24339,1,,12350,2
24357,49,,12352,2
24366,31,,12503,2
24381,2,,12510,2
24401,5,,12568,2
24407,18,,12621,2
24410,5,,12745,2
24412,5,,12857,2
24439,5,,12867,2
24441,32,,12954,2
24442,4,,12979,2
24447,11,,13038,2
24451,5,,13128,2
24460,1,,13155,2
24464,32,,13187,2
24465,22,,13215,2
24488,9,,13243,2
24493,38,,13252,2
24500,1,,13319,2
24506,19,,13337,2
24517,54,,13368,2
24518,3,,13380,2
24521,15,,13411,2
24522,2,,13431,2
24526,761,,13448,2
24549,6,,13577,2
24560,5,,13602,2
24574,4,,13640,2
24575,7,,13743,2
24589,2,,13782,2
24609,4,,13904,2
24646,13,,13935,2
24658,7,,13956,2
24662,294,,13964,2
24664,1,,14028,2
24669,1,,14051,2
24672,1,,14074,2
24682,1,,14083,2
24684,1,,14102,2
24686,1,,14132,2
24692,1,,14141,2
24705,7,,14154,2
24708,1,,14174,2
24728,208,,14303,2
24729,13,,14313,2
24731,13,,14457,2
24733,27,,14604,2
24735,2,,14673,2
24739,12,,14711,2
24744,6,,14723,2
24750,1,,14727,2
24751,1,,14731,2
24753,15,,14743,2
24771,10,,14819,2
24782,13,,14825,2
24783,6,,14839,2
24817,1,,14858,2
24825,10,,14918,2
24833,138,,14959,2
24842,3,,15072,2
24864,50,,15082,2
24865,18,,15084,2
24896,5,,15151,2
24908,117,,15153,2
24909,8,,15183,2
24912,6,,15185,2
24915,1,,15192,2
24917,4,,15193,2
24932,24,,15244,2
24934,13,,15285,2
24941,3,,15391,2
24942,6,,15417,2
24947,8,,15454,2
24949,3,,15459,2
24959,1,,15514,2
24960,1555,,15517,2
24962,2,,15523,2
24963,92,,15524,2
24964,144,,15588,2
24970,2,,15631,2
24975,1,,15641,2
24984,1,,15683,2
24986,5,,15708,2
24989,11,,15750,2
24990,20,,15751,2
24991,122,,15847,2
24992,319,,15866,2
24993,1112,,15910,2
24995,1945,,15978,2
24996,1450,,16067,2
24997,1344,,16218,2
24999,849,,16286,2
25000,415,,16338,2
25002,1,,16341,2
25005,1,,16362,2
25006,4,,16410,2
25009,4,,16611,2
25011,125,,16615,2
25014,15,,16758,2
25020,5,,16786,2
25021,2,,16847,2
25025,1,,16983,2
25026,1,,17169,2
25033,21,,17210,2
25034,27,,17231,2
25046,1,,17233,2
25048,1,,17329,2
25053,1,,17416,2
25060,8,,17508,2
25066,2,,17595,2
25071,3,,17637,2
25075,2,,17714,2
25082,3,,17750,2
25083,3,,17756,2
25090,2,,17759,2
25093,22,,17767,2
25095,8,,17784,2
25098,2,,17787,2
25101,1,,17886,2
25104,49,,17901,2
25105,1,,18000,2
25106,34,,18009,2
25107,1,,18017,2
25109,5,,18021,2
25114,21,,18057,2
25122,6,,18061,2
25139,2,,18097,2
25140,2,,18134,2
25141,5,,18143,2
25142,4,,18164,2
25143,7,,18168,2
25144,31,,18180,2
25145,344,,18186,2
25146,800,,18265,2
25147,1358,,18281,2
25148,2829,,18322,2
25149,3315,,18331,2
25150,3009,,18340,2
25151,2810,,18377,2
25152,1967,,18410,2
25153,804,,18448,2
25154,3,,18472,2
25156,2,,18515,2
25158,1,,18519,2
25161,2,,18543,2
25163,3,,18631,2
25167,652,,18636,2
25169,14,,18656,2
25170,5,,18677,2
25176,2,,18745,2
25177,3,,18776,2
25183,1,,18811,2
25189,1,,18863,2
25196,4,,18890,2
25198,4,,18910,2
25204,4,,18949,2
25205,1,,18952,2
25208,1,,18969,2
25213,3,,18996,2
25219,2,,19041,2
25220,16,,19135,2
25223,52,,19136,2
25224,3,,19171,2
25226,13,,19197,2
25231,1,,19282,2
25232,1,,19374,2
25234,213,,19440,2
25235,14,,19536,2
25238,3,,19611,2
25242,3,,19696,2
25243,2,,19840,2
25244,8,,19847,2
25248,1,,19955,2
25257,2,,19981,2
25259,1,,19986,2
25264,3,,20070,2
25269,1,,20204,2
25271,1,,20210,2
25277,5,,20283,2
25284,4,,20302,2
25290,2,,20325,2
25294,1,,20381,2
25305,3,,20386,2
25314,2,,20459,2
25319,1,,20475,2
25320,1,,20497,2
25329,8,,20552,2
25336,2,,20555,2
25338,4,,20576,2
25340,1,,20602,2
25342,1,,20746,2
25345,3,,20752,2
25349,2,,20754,2
25363,3,,20756,2
25364,30,,20768,2
25366,2,,20771,2
25370,2,,20775,2
25372,1,,20792,2
25373,1,,20804,2
25379,2,,20812,2
25396,1,,20865,2
25403,4,,20876,2
25404,1,,20899,2
25412,1,,20904,2
25414,18,,20945,2
25416,1,,20971,2
25417,2,,21273,2
25419,27,,21283,2
25420,3,,21286,2
25423,28,,21344,2
25429,16,,21420,2
25436,133,,21602,2
25438,1196,,21632,2
25449,1,,21645,2
25450,84,,21698,2
25459,1,,21769,2
25474,2,,21777,2
25478,1,,21781,2
25484,8,,21901,2
25487,1,,21937,2
25488,5,,21954,2
25490,24,,21957,2
25498,1,,21991,2
25499,1,,22002,2
25501,1,,22006,2
25505,13,,22018,2
25506,328,,22023,2
25515,1,,22166,2
25517,5,,22210,2
25523,2,,22233,2
25524,1,,22243,2
25530,9,,22248,2
25534,2,,22273,2
25535,6,,22304,2
25546,7,,22315,2
25548,18,,22351,2
25549,7,,22366,2
25554,258,,22402,2
25556,37,,22412,2
25562,488,,22457,2
25564,6,,22458,2
25567,1,,22461,2
25585,1,,22467,2
25588,2,,22548,2
25595,2,,22600,2
25596,130,,22607,2
25600,49,,22615,2
25608,2,,22672,2
25614,2,,22698,2
25622,2,,22701,2
25625,6,,22718,2
25627,4,,22755,2
25628,3,,22763,2
25630,186,,22781,2
25638,1,,22840,2
25643,9,,22881,2
25647,890,,22946,2
25652,9,,22960,2
25656,4,,22998,2
25668,1,,23056,2
25670,28,,23129,2
25671,2,,23168,2
25674,69,,23340,2
25675,3,,23341,2
25678,3,,23346,2
25683,2,,23407,2
25685,1777,,23415,2
25686,42,,23419,2
25690,124,,23468,2
25694,16,,23584,2
25697,6,,23655,2
25703,3,,23656,2
25704,26,,23713,2
25706,18,,23776,2
25709,81,,23802,2
25712,24,,23804,2
25713,2,,23860,2
25726,6,,24115,2
25735,1,,24120,2
25754,9,,24144,2
25755,2,,24147,2
25765,211,,24190,2
25769,2,,24264,2
25770,7,,24319,2
25773,10,,24381,2
25798,25,,24522,2
25799,55,,24589,2
25808,1,,24735,2
25809,2,,24962,2
25813,5,,24970,2
25816,16,,25021,2
25819,1,,25066,2
25822,1239,,25075,2
25830,4,,25090,2
25846,20,,25098,2
25854,1,,25139,2
25856,47,,25140,2
25858,45,,25156,2
25861,6,,25161,2
25862,12,,25176,2
25863,3,,25219,2
25864,1,,25243,2
25868,6,,25257,2
25869,2,,25290,2
25872,4,,25314,2
25882,2,,25336,2
25884,9,,25349,2
25892,2,,25366,2
25895,149,,25370,2
25903,17,,25379,2
25907,3,,25417,2
25908,148,,25474,2
25909,1,,25523,2
25913,63,,25534,2
25918,2,,25588,2
25932,15,,25595,2
25933,34,,25608,2
25934,31,,25614,2
25935,16,,25622,2
25936,11,,25671,2
25940,4,,25683,2
25947,4,,25713,2
25956,17,,25755,2
25957,8,,25769,2
25958,4,,25809,2
25963,10,,25869,2
25965,6,,25882,2
25987,265,,25892,2
25988,26,,25918,2
25990,62,,26036,2
26001,7,,26121,2
26003,3,,26256,2
26023,25,,26296,2
26025,31,,26307,2
26036,2,,26310,2
26039,12,,26495,2
26041,31,,26606,2
26049,12,,26744,2
26051,13,,26773,2
26065,239,,26775,2
26066,6,,26813,2
26088,138,,26841,2
26090,25,,26893,2
26091,137,,26906,2
26092,35,,26926,2
26094,60,,27113,2
26097,137,,27116,2
26098,24,,27165,2
26099,111,,27177,2
26117,33,,27221,2
26118,17,,27312,2
26121,2,,27337,2
26123,8,,27381,2
26126,38,,27399,2
26138,51425,,27430,2
26139,13,,27495,2
26146,420,,27507,2
26149,86,,27511,2
26150,175,,27526,2
26154,180,,27540,2
26155,1,,27548,2
26160,6,,27550,2
26162,26,,27595,2
26163,299,,27649,2
26167,7,,27664,2
26168,24,,27928,2
26172,63,,27929,2
26175,5,,27970,2
26177,31,,27979,2
26179,1,,28038,2
26193,7,,28071,2
26194,405,,28149,2
26197,29,,28358,2
26199,5,,28380,2
26206,15,,28484,2
26207,619,,28536,2
26209,37,,28665,2
26235,1,,28677,2
26236,1,,28682,2
26237,12,,28705,2
26256,2,,28714,2
26257,5,,28725,2
26278,176,,28753,2
26279,66,,28800,2
26288,1,,28820,2
26295,7,,28830,2
26296,2,,28864,2
26305,245,,28892,2
26307,2,,28906,2
26308,6,,29014,2
26310,2,,29153,2
26313,3,,29204,2
26324,1,,29318,2
26371,203,,29338,2
26374,26,,29461,2
26395,15,,29539,2
26396,4,,29540,2
26429,100,,29544,2
26430,1,,29630,2
26434,6,,29652,2
26436,5,,29758,2
26459,34,,29916,2
26471,12,,29920,2
26476,36,,29970,2
26495,2,,30148,2
26556,299,,30154,2
26561,23,,30283,2
26563,38,,30362,2
26585,10,,30522,2
26593,14,,30566,2
26606,2,,30593,2
26608,9,,30612,2
26623,1,,30664,2
26630,4,,30675,2
26636,13,,30677,2
26640,1,,30682,2
26651,1,,30717,2
26657,28,,30726,2
26669,37,,30741,2
26671,1,,30744,2
26697,31,,30785,2
26717,19,,30796,2
26720,4,,30809,2
26723,1,,30810,2
26734,19,,30833,2
26735,180,,30916,2
26740,12,,30990,2
26741,3,,31000,2
26743,1,,31087,2
26744,2,,31102,2
26771,4269,,31118,2
26772,3,,31162,2
26773,2,,31192,2
26774,80,,31291,2
26775,2,,31439,2
26777,3,,31514,2
26780,5,,31540,2
26785,1384,,31541,2
26786,1,,31547,2
26789,1,,31551,2
26795,7,,31571,2
26798,3,,31572,2
26799,79,,31574,2
26808,16,,31642,2
26813,2,,31665,2
26816,487,,31686,2
26836,1,,31725,2
26837,5007,,31731,2
26838,33,,31740,2
26841,2,,31743,2
26842,241,,31762,2
26845,5,,31763,2
26847,25,,31811,2
26850,8,,31815,2
26883,6,,31876,2
26884,26,,31943,2
26893,2,,32024,2
26894,873,,32026,2
26895,5,,32113,2
26897,380,,32129,2
26900,5,,32207,2
26901,23,,32208,2
26904,3,,32322,2
26906,2,,32453,2
26908,4,,32585,2
26918,87,,32651,2
26926,2,,32656,2
26934,3,,32682,2
26940,6,,32683,2
26944,18,,32788,2
26950,12,,32799,2
26951,30,,32846,2
26966,59,,32952,2
26969,23,,32974,2
26978,3,,33090,2
27011,19,,33112,2
27016,74,,33122,2
27018,24,,33127,2
27019,76,,33149,2
27027,1,,33154,2
27028,1,,33157,2
27030,5,,33185,2
27041,1,,33188,2
27047,10,,33259,2
27050,1,,33280,2
27058,5,,33341,2
27062,14,,33347,2
27077,14,,33350,2
27089,74,,33353,2
27095,802,,33363,2
27098,10,,33408,2
27110,3,,33615,2
27111,230,,33616,2
27113,2,,33617,2
27116,2,,33666,2
27123,14,,33760,2
27153,15,,33764,2
27158,39,,33812,2
27165,2,,33951,2
27170,209,,34014,2
27171,1,,34041,2
27172,6,,34094,2
27176,28,,34097,2
27177,2,,34157,2
27178,1,,34204,2
27187,17,,34221,2
27188,8,,48,1
27195,1,,79,1
27196,1,,89,1
27199,21495,,102,1
27207,11,,116,1
27212,14,,117,1
27221,2,,118,1
27232,3,,121,1
27237,10,,153,1
27238,50,,173,1
27244,4,,175,1
27253,4,,178,1
27254,15,,304,1
27255,1,,305,1
27258,5,,306,1
27272,10,,481,1
27280,1,,503,1
27281,7,,526,1
27283,7,,530,1
27288,12,,542,1
27289,6,,557,1
27298,1,,572,1
27301,6,,577,1
27303,1,,592,1
27307,5,,594,1
27312,2,,600,1
27313,224,,612,1
27314,324,,618,1
27315,166,,620,1
27320,4,,631,1
27327,1,,648,1
27337,2,,663,1
27338,1,,682,1
27368,98,,704,1
27381,2,,708,1
27384,6,,732,1
27387,46,,771,1
27391,352,,773,1
27396,1,,777,1
27398,409,,790,1
27399,2,,865,1
27401,15,,873,1
27403,96,,882,1
27405,73,,892,1
27412,92,,899,1
27413,1,,902,1
27422,3,,914,1
27426,195,,915,1
27427,56,,924,1
27428,22,,939,1
27429,11,,944,1
27430,2,,951,1
27431,19,,962,1
27432,116,,964,1
27433,17,,979,1
27434,1,,984,1
27435,1,,1002,1
27436,1,,1009,1
27438,9,,1051,1
27445,1,,1073,1
27447,20,,1074,1
27456,4,,1079,1
27461,42,,1083,1
27469,21,,1085,1
27470,229,,1086,1
27472,153,,1093,1
27473,1005,,1150,1
27475,1,,1184,1
27495,2,,1215,1
27496,3,,1235,1
27499,182,,1236,1
27503,11,,1253,1
27507,2,,1256,1
27510,6,,1257,1
27511,2,,1287,1
27512,1,,1314,1
27519,1,,1342,1
27526,2,,1354,1
27535,622,,1364,1
27540,2,,1422,1
27548,2,,1423,1
27550,2,,1425,1
27556,235,,1476,1
27557,4,,1479,1
27558,5,,1491,1
27561,46,,1550,1
27563,8,,1574,1
27569,1,,1589,1
27572,1,,1590,1
27573,18,,1593,1
27575,6,,1633,1
27582,1,,1635,1
27593,1,,1644,1
27595,2,,1657,1
27600,376,,1658,1
27611,288,,1662,1
27613,1098,,1700,1
27614,22,,1855,1
27632,1,,1881,1
27644,53,,1896,1
27645,7,,2057,1
27646,24,,2093,1
27649,2,,2103,1
27650,13,,2125,1
27651,10,,2139,1
27656,38,,2147,1
27659,3,,2151,1
27662,1,,2153,1
27664,2,,2157,1
27669,670,,2162,1
27673,17,,2183,1
27678,4,,2189,1
27679,15,,2220,1
27682,101,,2227,1
27683,6,,2334,1
27684,14,,2357,1
27686,1,,2390,1
27693,17,,2402,1
27694,1,,2421,1
27696,6,,2452,1
27702,1,,2518,1
27705,86,,2544,1
27706,13,,2597,1
27708,22,,2610,1
27709,24,,2692,1
27713,11,,2742,1
27714,9,,2758,1
27723,36,,2926,1
27740,1,,3174,1
27766,231,,3202,1
27767,7,,3301,1
27768,1,,3304,1
27770,45,,3356,1
27771,25,,3365,1
27780,5,,3501,1
27789,1,,3517,1
27804,1,,3575,1
27808,13,,3583,1
27818,5,,3644,1
27823,1,,3661,1
27825,1,,3686,1
27839,18,,3696,1
27847,9,,3701,1
27854,1,,3710,1
27855,1,,3779,1
27862,8,,3781,1
27885,1,,3788,1
27890,6,,3808,1
27893,3,,3815,1
27895,1,,4035,1
27919,40,,4037,1
27924,64,,4038,1
27925,5,,4045,1
27928,2,,4046,1
27929,2,,4134,1
27930,3,,4146,1
27942,1,,4154,1
27944,7,,4159,1
27951,88,,4161,1
27953,10,,4183,1
27956,4,,4184,1
27966,7,,4310,1
27970,2,,4313,1
27974,3,,4327,1
27975,681,,4334,1
27977,8,,4340,1
27979,2,,4341,1
28002,1,,4368,1
28009,13,,4381,1
28014,4,,4415,1
28024,3,,4435,1
28025,45,,4473,1
28030,7,,4482,1
28031,23,,4499,1
28032,8,,4501,1
28038,2,,4544,1
28046,4,,4603,1
28052,81,,4610,1
28071,2,,4616,1
28086,1,,4618,1
28087,3,,4750,1
28094,1,,4839,1
28095,1,,4860,1
28101,5,,4868,1
28102,8,,4913,1
28106,1,,4943,1
28126,7,,4948,1
28127,7,,5013,1
28128,4,,5014,1
28130,4,,5023,1
28140,61,,5026,1
28141,109,,5031,1
28149,2,,5086,1
28155,3,,5102,1
28158,5,,5117,1
28164,1,,5121,1
28165,33,,5126,1
28172,67,,5131,1
28180,1,,5134,1
28181,1,,5146,1
28193,10,,5162,1
28194,3,,5173,1
28204,46,,5177,1
28211,4,,5178,1
28215,25,,5184,1
28218,10,,5193,1
28235,88,,5204,1
28247,92,,5205,1
28254,4,,5217,1
28261,3,,5218,1
28272,1,,5222,1
28275,14,,5228,1
28276,28,,5229,1
28283,5,,5235,1
28298,16,,5239,1
28300,130,,5242,1
28321,3,,5255,1
28328,1,,5280,1
28330,3,,5308,1
28335,7,,5315,1
28341,619,,5323,1
28342,1,,5329,1
28346,4,,5333,1
28349,4,,5369,1
28356,37,,5370,1
28357,4,,5372,1
28358,2,,5383,1
28360,3,,5391,1
28361,4,,5397,1
28376,6,,5400,1
28380,2,,5405,1
28384,497,,5407,1
28387,3,,5443,1
28395,3,,5474,1
28400,7,,5487,1
28401,1,,5505,1
28403,1,,5514,1
28415,18,,5516,1
28419,1,,5542,1
28420,33,,5548,1
28422,505,,5559,1
28426,5,,5560,1
28434,14,,5588,1
28445,42,,5633,1
28456,6,,5634,1
28459,1,,5740,1
28466,36,,5775,1
28473,5,,5778,1
28479,4,,5788,1
28482,16,,5793,1
28484,2,,5794,1
28487,3,,5910,1
28505,3,,6025,1
28515,10,,6026,1
28520,25,,6027,1
28522,5,,6034,1
28525,711,,6064,1
28526,7,,6065,1
28528,151,,6166,1
28532,310,,6167,1
28533,42,,6171,1
28536,2,,6220,1
28539,1,,6225,1
28541,190,,6477,1
28542,18,,6481,1
28545,5,,6501,1
28548,11,,6594,1
28549,8,,6596,1
28550,3,,6671,1
28552,47,,6694,1
28556,15,,6924,1
28557,3,,6927,1
28561,9,,6950,1
28564,7,,7213,1
28565,5,,7301,1
28567,6,,7318,1
28582,5,,7400,1
28597,42,,7409,1
28601,14,,7420,1
28609,148,,7438,1
28610,763,,7470,1
28612,997,,7498,1
28613,136,,7613,1
28614,3,,7669,1
28627,1,,7699,1
28632,1,,7717,1
28635,1,,7752,1
28638,43,,7758,1
28640,53,,7764,1
28647,1,,7777,1
28648,6,,7792,1
28663,862,,7811,1
28664,7,,7835,1
28665,2,,7841,1
28668,8,,7844,1
28674,3,,7866,1
28675,1,,7901,1
28677,2,,7925,1
28680,1,,7929,1
28681,275,,8029,1
28682,2,,8041,1
28683,11,,8077,1
28697,3,,8081,1
28705,2,,8083,1
28714,2,,8085,1
28722,1,,8098,1
28725,2,,8127,1
28726,70,,8159,1
28740,27,,8172,1
28742,3,,8180,1
28751,30,,8188,1
28753,2,,8190,1
28759,9,,8219,1
28776,3,,8235,1
28791,31,,8243,1
28793,100,,8283,1
28794,17,,8289,1
28800,2,,8431,1
28803,41,,8532,1
28814,1,,8581,1
28820,2,,8615,1
28829,1,,8655,1
28830,2,,8710,1
28838,13,,8711,1
28839,9,,8716,1
28848,204,,8720,1
28850,44,,8742,1
28857,7,,8767,1
28864,2,,8771,1
28868,1,,8808,1
28873,7,,8812,1
28881,237,,8829,1
28890,1,,8862,1
28892,2,,8928,1
28904,32,,8963,1
28906,2,,8985,1
28926,9,,9126,1
28932,1,,9197,1
28936,3,,9223,1
28939,4,,9235,1
28940,4,,9246,1
28945,63,,9296,1
28947,1,,9302,1
28950,4,,9394,1
28951,13,,9408,1
28952,76,,9476,1
28953,31,,9497,1
28954,20,,9560,1
28959,18,,9607,1
28964,52,,9639,1
28972,4,,9640,1
28974,111,,9646,1
28996,16,,9653,1
28999,7,,9704,1
29005,10,,9739,1
29011,5033,,9757,1
29013,5,,9758,1
29014,2,,9789,1
29015,5,,9936,1
29017,1,,9988,1
29018,52,,10018,1
29020,24,,10019,1
29025,22,,10022,1
29033,5,,10023,1
29045,111,,10046,1
29072,1,,10049,1
29073,7,,10097,1
29076,1536,,10124,1
29079,7,,10176,1
29082,8,,10190,1
29083,131,,10205,1
29095,6,,10254,1
29101,12,,10283,1
29111,1,,10313,1
29118,25,,10548,1
29119,126,,10620,1
29125,21,,10658,1
29127,80,,10673,1
29130,3,,10777,1
29145,1,,10779,1
29149,34,,10820,1
29151,273,,10827,1
29152,32,,10841,1
29153,2,,10846,1
29155,1,,10851,1
29165,221,,10949,1
29166,182,,10973,1
29171,20,,10979,1
29173,6,,11015,1
29176,10,,11020,1
29190,178,,11074,1
29191,8,,11100,1
29204,2,,11101,1
29205,133,,11102,1
29223,24,,11137,1
29230,7,,11175,1
29233,9,,11264,1
29234,21,,11272,1
29242,11,,11282,1
29244,16,,11295,1
29254,43,,11303,1
29274,1,,11312,1
29278,5,,11315,1
29279,4,,11317,1
29282,43,,11323,1
29293,9,,11324,1
29298,8,,11344,1
29299,148,,11368,1
29316,768,,11371,1
29318,2,,11373,1
29330,1,,11381,1
29335,3,,11385,1
29336,1,,11391,1
29338,2,,11474,1
29343,1,,11479,1
29345,3,,11486,1
29349,1,,11489,1
29355,105,,11490,1
29360,3,,11496,1
29367,1,,11504,1
29370,1,,11506,1
29372,1,,11517,1
29379,8,,11525,1
